sku_id,product_name,user_type,2111416,2115480,2128681,2110602,2114377,2112316,2110594,2113820,2110572,2110824,2115532,2114475,2113885,2127867,2125000,2110599,2116834,2125300,2115567,2116446,2125450,2127913,2126886,2127502,2110597,2111618,2111503,2128167,2124909,2127370,2115099,2110603,2112309,2126992,2127534,2110231,2112331,2112056,2114458,2112605,2127761,2111122,2110240,2111500,2123927,2127096,2113318,2128458,2125015,2116054,2112372,2116435,2128457,2110648,2113308,2111017,2110646,2129005,2127574,2112178,2113342,2113630,2126813,2125594,2115874,2126754,2113734,2128460,2127282,2127337,2127291,2125534,2127285,2110268,2124566,2114700,2112298,2112837,2114207,2114485,2114646,2126626,2127084,2112810,2101125,2100332,2118726,2111661,2129038,2112489,2110285,2123899,2111379,2127897,2126459,2118281,2114922,2110400,2124321,2127516,2112536,2110442,2127896,2110446,2127524,2115858,2112200,2123686,2115584,2111295,2110555,2116121,2124932,2110327,2127735,2124234,2113393,2127389,2113413,2115274,2115622,2129041,2110308,2112468,2125128,2110315,2128174,2110833,2126617,2110595,2115155,2113284,2129240,2129484,2127309,updatedDate,insertedDate
ekgmo01j05,FORTUNE KGMO 8 X 2 LT JAR,Individual,0,280,624,640,250,0,200,600,200,160,112,0,55,,320,400,70,0,,,80,,0,,184,60,,,0,,,,,,,0,41,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,297,0,160,0,448,,,,2020-08-25T16:34:23.498Z,2020-08-25T16:34:23.498Z
ekgmo01e03,FORTUNE KGMO 12 X 1 LT PET,Individual,60,5580,2500,6168,900,3250,620,2000,20400,30,556,75000,600,,4056,1716,8098,5580,540,720,436,,2640,,6756,2200,,,1752,,10200,11700,,,,0,50,0,0,100,0,0,0,12,30,30,60,50,40,30,50,21,30,60,,,36,,,60,60,60,60,,60,,,60,,,,1440,,,,,,,,,,,,,,,,0,5100,120,120,120,120,,,,,0,60,0,,,,,,,,,,0,20,20,100,40,,100,100,,,,,,,,60,,0,1790,6000,2364,3000,13968,60,,,2020-08-25T16:34:23.498Z,2020-08-25T16:34:23.498Z
ekgmo01e03v2,FORTUNE KGMO 12 X 1 LT PET (PHHR),Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1800,1982,1300,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-07T18:52:18.150Z,2020-08-25T16:34:23.498Z
ekgmo01p03v1,FORTUNE KGMO 15 X 1 LT PCH,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,44,45,45,45,45,45,,16,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-05T14:09:49.624Z,2020-08-25T16:34:23.498Z
ekgmo01p03v2,FORTUNE KGMO 16 X 1 LT PCH,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,0,0,240,95,0,198,190,180,,,,,,,,,,,,,,,,,,,,,,,,,,400,360,320,290,180,,,,,,,,,,,,,,48,,32,32,32,32,42,80,80,96,91,,,160,47,0,6772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-25T16:34:23.498Z,2020-08-25T16:34:23.498Z
ekgmo01e02,FORTUNE KGMO 24 X 500 ML PET,Individual,0,670,4200,1584,550,450,50,150,0,28,62,0,100,0,1608,64,1230,20568,144,144,280,,672,,1344,840,,,912,,1560,1920,,,,0,50,0,0,0,0,0,0,0,10,15,17,10,10,10,21,10,10,24,48,48,16,48,48,24,24,24,24,,24,120,,,,,,,,,12,,,,,,,,,,,,,0,0,20,20,20,20,,,,,0,48,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,2000,0,1128,0,4968,24,,,2020-08-25T16:34:23.498Z,2020-08-25T16:34:23.498Z
ekgmo01e01,FORTUNE KGMO 60 X 200 ML PET,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,,0,0,,,,0,59,0,0,0,0,0,0,200,3,5,,5,5,5,3,3,2,180,180,180,24,180,180,180,,180,180,180,180,,,,,,,,,,102,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,180,0,120,,,932,300,,,,,0,0,0,200,0,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,2020-08-25T16:34:23.498Z,2020-08-25T16:34:23.498Z
fmaid10201p06,FORTUNE MAIDA 20X500G W1,Individual,0,0,0,,,13,250,,0,0,0,0,0,100,600,120,24,0,,,56,,0,,640,0,,,0,,10,,,50,22,0,0,10,0,0,0,0,0,0,2,2,44,10,10,2,4,4,5,,,,7,,10,,,,,,,,,,,,,,,,,,,60,,40,100,,,,,,,0,0,33,33,33,33,,,,270,0,,,,,,,,,,60,360,,,,,,,,,,,,,,,,,,999,0,0,10,0,14,,80,200,2020-08-25T16:34:23.498Z,2020-08-25T16:34:23.498Z
fpuls7141p07,FORTUNE MASOOR CHHANTI 10x1 KG PCH,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,10,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-25T16:34:23.498Z,2020-08-25T16:34:23.498Z
fpuls7141p06,FORTUNE MASOOR CHHANTI 20X500 GRM PCH,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-25T16:34:23.498Z,2020-08-25T16:34:23.498Z
